"","UNIQID","Title","DatePublication","Rubrique","Auteur","TypeDocument","Disponibilite","VisuTot","Visu07","Visu08","Visu09","Visu10","Visu11","Visu12","Visu13","Visu14"
"998","T0998","L’organisation de la prévention antipaludique au Gabon à l’époque coloniale","15-10-2011","Rubriques Espace, Société, Territoire 2011","Nadine N. Ndonghan IyanguiJean-Charles ClanetMaryvonne Kombila","Article","Texte intégral",3507,0,0,0,0,148,971,1084,1304
"999","T0999","L’extension des limites administratives de Hanoi : un exercice de recomposition territoriale en tension","14-10-2011","Rubriques Aménagement, Urbanisme 2011","Danielle LabbéClément Musil","Article","Texte intégral",1539,0,0,0,0,144,565,429,401
"1000","T1000","Christaller, still alive!","19-12-2011","Vie Scientifique Débats Des preuves par simulation","Arnaud BanosDiego MorenoCyril PivanoPatrick Taillandier","Article","Texte intégral",2366,0,0,0,0,123,561,807,875
"1001","T1001","Professorial patronage and the formation of French geographical knowledge. A bio-bibliographical exploration of one hundred non-metropolitan regional monographs, 1893-1969","17-10-2011","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2011","Hugh Clout","Article","Texte intégral",1908,0,0,0,0,121,762,428,597
"1002","T1002","Masboungi A. (dir.), 2010, Bien habiter la ville, Editions du Moniteur, Coll. Projet urbain, 175 p.","13-10-2011","Vie Scientifique Revue de livres 2011","Eric Boutouyrie","Compte-rendu","Texte intégral",493,0,0,0,0,106,130,140,117
"1003","T1003","Johnston L., Longhurst R., 2010, Space, Place and Sex. Geographies of sexualities, Plymouth, Rowman &amp; Littlefield, 194 p.","13-10-2011","Vie Scientifique Revue de livres 2011","Marianne Blidon","Compte-rendu","Texte intégral",465,0,0,0,0,67,141,100,157
"1004","T1004","Réaction à la pétition sur l'agrégation","30-01-2001","Vie Scientifique Débats Un débat pour l'agrégation","Gilles Palsky","Article","Texte intégral",257,0,0,0,0,13,61,123,60
"1005","T1005","The Rite of Spring","12-03-2002","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",171,0,0,0,0,8,41,80,42
"1006","T1006","Foreseeing and Managing Social Risks","12-12-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",95,0,0,0,0,8,12,49,26
"1007","T1007","Editorial 15 mai 1997","15-05-1997","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",103,0,0,0,0,2,17,47,37
"1008","T1008","Choix résidentiel et gentrification dans une ville moyenne","19-01-2012","Rubriques Espace, Société, Territoire 2012","Patrick Rérat","Article","Texte intégral",3616,0,0,0,0,1,2278,795,542
"1009","T1009","L’influence des parties prenantes dans les grands projets urbains","26-04-2012","Rubriques Aménagement, Urbanisme 2012","Laurent VielGonzalo LizarraldeFella Amina MaherziIsabelle Thomas-Maret","Article","Texte intégral",9486,0,0,0,0,0,3594,2981,2911
"1010","T1010","Définir les centralités commerciales au cœur d’une grande métropole : le cas de Paris intra-muros","04-02-2012","Rubriques Espace, Société, Territoire 2012","Antoine FleuryHélène MathianThérèse Saint-Julien","Article","Texte intégral",7615,0,0,0,0,0,3033,2047,2535
"1011","T1011","La borréliose de Lyme : un risque sanitaire émergent dans les forêts franciliennes ?","20-04-2012","Rubriques Environnement, Nature, Paysage 2012","Christelle MéhaVincent GodardBernard MoulinHedi Haddad","Article","Texte intégral",10192,0,0,0,0,0,3006,2990,4196
"1012","T1012","Politique de sécurité et villages-frontière entre États-Unis et Québec","03-03-2012","Rubriques Politique, Culture, Représentations 2012","Frédéric LasserrePatrick ForestEnkeleda Arapi","Article","Texte intégral",13006,0,0,0,0,0,2925,4811,5270
"1013","T1013","Simulation de l’étalement urbain de Dijon en 2030 : approche systémique de la dynamique gravitaire ville-transport","15-02-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Cyril Enault","Article","Texte intégral",7384,0,0,0,0,0,2918,1993,2473
"1014","T1014","Variations des représentations et perceptions d’espaces publics sonores ordinaires selon les formes urbaines","27-01-2012","Rubriques Aménagement, Urbanisme 2012","Solène MarryLaëtitia Arantes","Article","Texte intégral",5727,0,0,0,0,0,2713,1686,1328
"1015","T1015","Urban spatial structure, daily mobility and energy consumption: a study of 34 European cities","23-01-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Florent Le Néchet","Article","Texte intégral",6184,0,0,0,0,0,2669,1791,1724
"1016","T1016","Cartographie de l’aléa de submersion marine et PPR : éléments de réflexion à partir de l’analyse de la commune de Guissény (Finistère, France)","02-02-2012","Rubriques Espace, Société, Territoire 2012","Jean-Marie CarioletSerge SuanezCatherine Meur-FérecAnnaïg Postec","Article","Texte intégral",6838,0,0,0,0,0,2635,1996,2207
"1017","T1017","Caractérisation des tissus urbains à partir de l’analyse structurelle des réseaux viaires","25-01-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Rachid HamainaThomas LeducGuillaume Moreau","Article","Texte intégral",8090,0,0,0,0,0,2290,2910,2890
"1018","T1018","Le chêne ou le roseau : quelles stratégies de gestion du risque d’inondation en France ?","25-04-2012","Rubriques Aménagement, Urbanisme 2012","Sylvain Rode","Article","Texte intégral",7569,0,0,0,0,0,2033,2411,3125
"1019","T1019","La Géogouvernance : un concept novateur ?","03-02-2012","Rubriques Aménagement, Urbanisme 2012","Michelle Masson VincentNathalie DubusDaniel BleyChristine VoironCécile HelleJean-Paul CheylanPierre DouartAnnick DouguedroitJean-Paul FerrierFrédérique JacobCorinne LampinGilles MaignantJean-Yves Piot","Article","Texte intégral",3686,0,0,0,0,0,2020,1009,657
"1020","T1020","Alexander von Humboldt and planet earth’s green mantle","03-08-2012","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2012","Anne Buttimer","Article","Texte intégral",9308,0,0,0,0,0,1958,4024,3326
"1021","T1021","Natural hazard mapping across the world. A comparative study between a social approach and an economic approach to vulnerability","24-04-2012","Rubriques Environnement, Nature, Paysage 2012","Gilles André","Article","Texte intégral",5210,0,0,0,0,0,1775,1468,1967
"1022","T1022","Les élections présidentielles de 2012 : du quinquennat à la fabrication d’une France pentapolaire","23-05-2012","Vie Scientifique Débats Elections présidentielles en France","Céline ColangeJérome FourquetMichel Bussi","Article","Texte intégral",3822,0,0,0,0,0,1762,1095,965
"1023","T1023","« Représenter sa ville » : l’ancrage des identités urbaines dans le rap des Twin Cities","23-05-2012","Rubriques Politique, Culture, Représentations 2012","Séverin Guillard","Article","Texte intégral",4435,0,0,0,0,0,1729,1195,1511
"1024","T1024","Mesurer la notoriété touristique communale : contribution méthodologique à l’aide de l’analyse textuelle de guides touristiques","01-03-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Guillaume OllivierGhislain GeniauxClaude NapoléoneJean-Christophe Paoli","Article","Texte intégral",5314,0,0,0,0,0,1691,1685,1938
"1025","T1025","Les espaces de vie individuels : de la géographie à une application empirique en démographie","27-04-2012","Rubriques Espace, Société, Territoire 2012","Nicolas Robette","Article","Texte intégral",4518,0,0,0,0,0,1683,1507,1328
"1026","T1026","Vers une visualisation de la complexité de l’image cartographique","11-04-2012","Rubriques Cartographie, Imagerie, SIG 2012","Laurent JégouJean-Philippe Deblonde","Article","Texte intégral",3307,0,0,0,0,0,1589,929,789
"1027","T1027","Analyse spatiale de structures paysagères en contexte agricole bocager","17-05-2012","Rubriques Environnement, Nature, Paysage 2012","Clémence Vannier","Article","Texte intégral",3828,0,0,0,0,0,1565,1163,1100
"1028","T1028","Sciences du relief ou géomorphologie ?","29-01-2012","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2012","Christian Giusti","Article","Texte intégral",3931,0,0,0,0,0,1479,1455,997
"1029","T1029","Compléments des programmes de géographie de l’élémentaire : valait-il mieux jamais que si tard ?","08-02-2012","Vie Scientifique Débats Les nouveaux programmes dans le primaire","Xavier Leroux","Article","Texte intégral",2423,0,0,0,0,0,1474,574,375
"1030","T1030","Croissance urbaine et dynamiques socio-spatiales des territoires ouvriers à Phnom Penh","23-08-2012","Rubriques Espace, Société, Territoire 2012","Gabriel Fauveaud","Article","Texte intégral",4308,0,0,0,0,0,1420,1470,1418
"1031","T1031","La maîtrise des populations de grands ongulés dans les espaces naturels protégés : comment gérer la spatialité animale par des territoires humains ?","31-03-2012","Rubriques Environnement, Nature, Paysage 2012","Yves PoinsotFrançois Saldaqui","Article","Texte intégral",3143,0,0,0,0,0,1378,752,1013
"1032","T1032","Mise en place des îles fluviales en Loire moyenne, du 19e siècle à aujourd’hui","24-07-2012","Rubriques Environnement, Nature, Paysage 2012","Stéphane GrivelEmmanuèle Gautier","Article","Texte intégral",4478,0,0,0,0,0,1360,1721,1397
"1033","T1033","Les hommes qui voulaient être rois II. Sociologie des États privés","12-07-2012","Rubriques Espace, Société, Territoire 2012","Frédéric Lasserre","Article","Texte intégral",4713,0,0,0,0,0,1280,1638,1795
"1034","T1034","Video games and urban simulation: new tools or new tricks?","19-10-2012","Transversalités Science et Toile 2012","Samuel RufatHovig Ter Minassian","Article","Texte intégral",4693,0,0,0,0,0,1236,2029,1428
"1035","T1035","A Web 3.0-driven Collaborative Multicriteria Spatial Decision Support System","13-09-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Mohammadreza Jelokhani-NiarakiJacek Malczewski","Article","Texte intégral",3413,0,0,0,0,0,1202,1197,1014
"1036","T1036","Le Japon, objet d’étude et d’enseignement au Sénégal","01-06-2012","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2012","Mamadou Bouna Timera","Article","Texte intégral",3011,0,0,0,0,0,1175,1049,787
"1037","T1037","Formaliser le raisonnement chronologique et son incertitude en archéologie de terrain","01-04-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Bruno Desachy","Article","Texte intégral",5801,0,0,0,0,0,1124,2443,2234
"1038","T1038","Du lieu vu au milieu vécu","02-03-2012","Rubriques Politique, Culture, Représentations 2012","Samuel Thévoz","Article","Texte intégral",2041,0,0,0,0,0,1095,544,402
"1039","T1039","Convergence or divergence? Changing gender differences in commuting in two Swedish urban regions","14-02-2012","Rubriques Espace, Société, Territoire 2012","Ana Gil SoláBertil Vilhelmson","Article","Texte intégral",2132,0,0,0,0,0,1089,545,498
"1040","T1040","Démarche géo-prospective et modélisation causale probabiliste","20-07-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Giovanni Fusco","Article","Texte intégral",3735,0,0,0,0,0,1064,1280,1391
"1041","T1041","Vers la disparition des brousses ? Analyse multi-scalaire de la dynamique des paysages à l’ouest du Burkina Faso depuis 1952","10-04-2012","Rubriques Environnement, Nature, Paysage 2012","Sébastien CaillaultAziz BalloucheDaniel Delahaye","Article","Texte intégral",2368,0,0,0,0,0,1042,590,736
"1042","T1042","Un automate cellulaire pour expérimenter les effets de la proximité dans le processus d’étalement urbain : le modèle Raumulus","15-05-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Diego MorenoDominique BadariottiArnaud Banos","Article","Texte intégral",2111,0,0,0,0,0,1036,536,539
"1043","T1043","Hexagones sans centre, centres sans hexagone","28-01-2012","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2012","Anne Radeff","Article","Texte intégral",2009,0,0,0,0,0,1023,606,380
"1044","T1044","Figures et Unité de l’idée de montagne chez Alexandre von Humboldt","21-08-2012","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2012","Bernard Debarbieux","Article","Texte intégral",2758,0,0,0,0,0,967,852,939
"1045","T1045","Les chercheurs exclus de l’open data ? Appel à signatures lancé à la communauté de la recherche","26-09-2012","Vie Scientifique Débats Le libre accès dans la recherche","Guilhem BoulayClotilde BuhotJean-Louis Fournier","Article","Texte intégral",1622,0,0,0,0,0,964,467,191
"1046","T1046","Modélisations multi-scalaires des dynamiques urbaines dans la longue durée : l’exemple du quartier abbatial de Vendôme (41)","06-02-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Gaël Simon","Article","Texte intégral",1942,0,0,0,0,0,904,498,540
"1047","T1047","L’Internet citoyen au Sénégal : enjeux et scénarii","12-07-2012","Transversalités Science et Toile 2012","Ibrahima Sylla","Article","Texte intégral",2207,0,0,0,0,0,904,627,676
"1048","T1048","Modéliser un choix politique : où fait-on des « quartiers de démocratie locale » dans l’agglomération parisienne ?","09-04-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Anne-Lise Humain-Lamoure","Article","Texte intégral",1699,0,0,0,0,0,900,366,433
"1049","T1049","Reclus E., 2011, Projet de globe au 100.000e, Paris, Éditions B2, 96 p. (Première édition : 1895). Introduction de Nikola Jankovic","17-01-2012","Vie Scientifique Revue de livres 2012","Federico Ferretti","Compte-rendu","Texte intégral",1225,0,0,0,0,0,861,251,113
"1050","T1050","Identifier les facteurs clés d’un système d’indicateurs de développement durable : l’expérience du projet DURAMAZ sur l’Amazonie brésilienne","21-07-2012","Rubriques Politique, Culture, Représentations 2012","Guillaume MarchandFrançois-Michel Le Tourneau","Article","Texte intégral",1778,0,0,0,0,0,848,459,471
"1051","T1051","What Resilience Is Not: Uses and Abuses","18-10-2012","Rubriques Environnement, Nature, Paysage 2012","Magali Reghezza-ZittSamuel RufatGéraldine Djament-TranAntoine Le BlancSerge Lhomme","Article","Texte intégral",6548,0,0,0,0,0,829,3045,2674
"1052","T1052","The various figures of Mountains in Humboldt’s Science and Rhetoric","21-08-2012","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2012","Bernard Debarbieux","Article","Texte intégral",2534,0,0,0,0,0,828,921,785
"1053","T1053","Zaccaï E., 2011, 25 ans de développement durable, et après ?, Paris, PUF, 240 p.","22-08-2012","Vie Scientifique Revue de livres 2012","Léa Sébastien","Compte-rendu","Texte intégral",1416,0,0,0,0,0,801,416,199
"1054","T1054","Modéliser les pratiques pastorales d’altitude dans la longue durée","09-02-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Mélanie Le Couédic","Article","Texte intégral",1394,0,0,0,0,0,759,361,274
